,Tweet Created At,Tweet Text,Tweet Link,code_clasif,class,lecture_name,date,hour,classroom
1852,2018-12-03 07:18:58,ECIE Ushul Fiqh dosen Thuba Jazil kuliah pengganti akan diberikan hari Jumat 7/12 jam 14.00 R. B.110,twitter.com/i/web/status/1069491163906793473,ECIE,Ushul Fiqh,Thuba Jazil,Jumat 7/12,14.00,B.110
1854,2018-12-03 07:08:35,ECAU Pengauditan amp Asurans dosen Duddi H / Mawar N. kuliah pengganti akan diberikan hari Jumat 7/12 jam 13.30 R. A.111,twitter.com/i/web/status/1069488552109436929,ECAU,Pengauditan  Asurans,Duddi H / Mawar N.,Jumat 7/12,13.30,A.111
1855,2018-12-03 07:05:58,ECMU Praktikum Riset SDM dosen M. Irfan Syaebani kuliah pengganti akan diberikan hari Kamis 6/12 jam 11.00 R. A.106,twitter.com/i/web/status/1069487895147245574,ECMU,Praktikum Riset SDM,M. Irfan Syaebani,Kamis 6/12,11.00,A.106
1856,2018-12-03 07:03:18,ECAU Akuntansi Sektor Publik dosen Sonya Octaviana kuliah pengganti akan diberikan hari Sabtu 8/12 jam 8.30 R. A.104,twitter.com/i/web/status/1069487223475597312,ECAU,Akuntansi Sektor Publik,Sonya Octaviana,Sabtu 8/12,8.30,A.104
1857,2018-12-03 07:01:59,ECAU Akuntansi Biaya dosen Rini Yulius kuliah pengganti akan diberikan hari Senin 3/12 jam 16.30 R. A.110,twitter.com/i/web/status/1069486888703016960,ECAU,Akuntansi Biaya,Rini Yulius,Senin 3/12,16.30,A.110
1858,2018-12-03 07:00:09,ECAU Akuntansi Sektor Publik dosen Deddi N / Ayuningtyas H. kuliah pengganti akan diberikan hari Senin 3/12 jam 16.30 R. 203,twitter.com/i/web/status/1069486429653200896,ECAU,Akuntansi Sektor Publik,Deddi N / Ayuningtyas H.,Senin 3/12,16.30,203
1859,2018-12-03 06:58:18,ECEU Matematika Ekonomi 1 dosen Nachrowi kuliah pengganti akan diberikan hari Sabtu 8/12 jam 09.00 R. A.101,twitter.com/i/web/status/1069485963540226049,ECEU,Matematika Ekonomi 1,Nachrowi,Sabtu 8/12,09.00,A.101
1861,2018-12-03 06:38:08,ECMU Pengantar Bisnis dosen Imo Gandakusuma kuliah hari Selasa 4/12 ditiadakan diganti hari Selasa 11/12 jam 08.00 R. A.101,twitter.com/i/web/status/1069480887467687936,ECMU,Pengantar Bisnis,Imo Gandakusuma,Selasa 4/12 ditiadakan diganti,,
1862,2018-12-03 03:49:36,ECIE Bisnis Global Indonesia dosen Evony Silvino kuliah PENGGANTI akan diberikan hari Rabu 5/12 jam 08.00 R. B.105,twitter.com/i/web/status/1069438474787282945,ECIE,Bisnis Global Indonesia,Evony Silvino,Rabu 5/12,08.00,B.105
1863,2018-12-03 03:48:16,ECAU Sistem Informasi Akuntansi dosen Anis Al Rosjidi kuliah PENGGANTI akan diberikan hari Selasa 4/12 jam 14.00 R. A.103,twitter.com/i/web/status/1069438139461062656,ECAU,Sistem Informasi Akuntansi,Anis Al Rosjidi,Selasa 4/12,14.00,A.103
1864,2018-12-03 03:47:06,ECMU Pasar dan Lembaga Keuangan dosen Rahmat Aryo Baskoro kuliah PENGGANTI akan diberikanhari Selasa 4/12 jam 16.30 R. A.113,twitter.com/i/web/status/1069437844895105025,ECMU,Pasar dan Lembaga Keuangan,Rahmat Aryo Baskoro,Selasa 4/12,16.30,A.113
1865,2018-12-03 03:44:21,ECMU Manajemen Produk Harga dosen Rizal Edy Halim kuliah pengganti akan diberikan hari Rabu 5/12 jam 16.30 2 sesi R. A.112,twitter.com/i/web/status/1069437153225072640,ECMU,Manajemen Produk Harga,Rizal Edy Halim,Rabu 5/12,16.30 2 sesi,A.112
1866,2018-12-03 03:28:05,ECEA Pengantar Akuntansi Kls C dosen Sunardji Kuliah Akan diberikan Hari Selasa4/12 Jam 16.30- 19.00 Ruang Sidharta Dept Akuntansi,twitter.com/i/web/status/1069433059940823040,ECEA,Pengantar Akuntansi C,Sunardji,Selasa4/12,16.30- 19.00,Sidharta Dept Akuntansi
1867,2018-12-03 01:08:55,ECAU Metolak dosen Siti Nurwahyuningsih H. Kuliah Hari Sein3/12 DITIADAKAN  Diganti Hari Rabu 5/12 Jam 16.30 Ruang Istama,twitter.com/i/web/status/1069398036978196480,ECAU,Metolak,Siti Nurwahyuningsih H.,Sein3/12 DITIADAKAN  Diganti,,
1868,2018-12-01 03:34:12,ECEA Akuntansi Keuanagan 1 dosen Aria Farahmita Kuliah Akan diberikan Hari Senin3/12 Jam .16.30 Ruang A.101,twitter.com/i/web/status/1068709823334633472,ECEA,Akuntansi Keuanagan 1,Aria Farahmita,Senin3/12,.16.30,A.101
1869,2018-11-30 08:58:28,ECAU Perpajakan 2 dosen Dwi Martani Kuliah Pengganti akan diberikan hari Senin 3/12 jam 11.00 Ruang A.207,twitter.com/i/web/status/1068429039658917888,ECAU,Perpajakan 2,Dwi Martani,Senin 3/12,11.00,A.207
1870,2018-11-30 08:49:47,ECMU PHB-G dosen Anas Lutfi Kuliah Pengganti akan diberikan hari Senin 3/12 jam 11.00 Ruang A.101,twitter.com/i/web/status/1068426855668047872,ECMU,PHB G,Anas Lutfi,Senin 3/12,11.00,A.101
1871,2018-11-30 08:48:35,ECEU Ekonomi Moneter dosen Evgenia Mardanugraha Kuliah Pengganti akan diberikan hari Senin 3/12 jam 11.00 Ruang A.109,twitter.com/i/web/status/1068426555154550784,ECEU,Ekonomi Moneter,Evgenia Mardanugraha,Senin 3/12,11.00,A.109
1872,2018-11-30 08:41:58,ECAU IPM dosen Darminto Kuliah Pengganti akan diberikan hari Rabu 5/12 jam 16.30 Ruang Sidharta,twitter.com/i/web/status/1068424889923563520,ECAU,IPM,Darminto,Rabu 5/12,16.30,Sidharta
1873,2018-11-30 07:15:20,ECMU Metod Riset Bisnis dosen M. Budi Prasetyo Kuliah Pengganti Akan diberikan hari Senin3/12 Jam 08.00 Ruang A.316,twitter.com/i/web/status/1068403086681550848,ECMU,Metod Riset Bisnis,M. Budi Prasetyo,Senin3/12,08.00,A.316
1874,2018-11-30 07:13:57,ECEI Ekonomi Zakit amp Wakaf dosen Banu M. Haidir Kuliah Pengganti akan diberikan Hari Sabtu1/12 jam 11.00 Ruang A.108,twitter.com/i/web/status/1068402739334397952,ECEI,Ekonomi Zakit  Wakaf,Banu M. Haidir,Sabtu1/12,11.00,A.108
1876,2018-11-30 07:01:38,ECMU Pengantar Eknomi O dosen Fandis Ekyawan Kuliah Pengganti akan diberikan hari Sabtu 1/12 jam 09.00 Ruang A.107,twitter.com/i/web/status/1068399640016343040,ECMU,Pengantar Eknomi O,Fandis Ekyawan,Sabtu 1/12,09.00,A.107
1877,2018-11-30 06:59:09,ECIE Ushul Fiqh dan Qawaid Fiqhyah dosen Banu Muhammad S.E Kuliah Pengganti akan diberikan hari Sabtu 1/12 jam 08.00 Ruang A.108,twitter.com/i/web/status/1068399014981160960,ECIE,Ushul Fiqh dan Qawaid Fiqhyah,Banu Muhammad S.E,Sabtu 1/12,08.00,A.108
1878,2018-11-30 04:07:19,ECEU Ek.Internasional  dosen Jose Rizal Kuliah Pengganti akan diberikan hari Sabtu 01/12 jam 09.00-12.00 Ruang A.102,twitter.com/i/web/status/1068355772013195264,ECEU,Ek.Internasional,Jose Rizal,Sabtu 01/12,09.00-12.00,A.102
1880,2018-11-30 03:11:18,ECEU Pengantar Ekonomi 1 dosen Prijono T Kuliah Pengganti akan diberikan hari Senin 3/12 jam 14.00 Ruang A.317,twitter.com/i/web/status/1068341671958478848,ECEU,Pengantar Ekonomi 1,Prijono T,Senin 3/12,14.00,A.317
1881,2018-11-30 03:09:32,ECAU Metode Penelitian Akuntansi dosen Fitriany Kuliah akan diberikan hari Jum'at 30/11 jam 14.00 Ruang B.110,twitter.com/i/web/status/1068341227811090432,ECAU,Metode Penelitian Akuntansi,Fitriany,Jum'at 30/11,14.00,B.110
1882,2018-11-30 03:07:56,ECIE Fiqih Muamalah dosen Thuba Jazil Kuliah akan diberikan hari Senin 3/12 jam 08.00 Ruang B.103,twitter.com/i/web/status/1068340826676199424,ECIE,Fiqih Muamalah,Thuba Jazil,Senin 3/12,08.00,B.103
1883,2018-11-30 03:06:27,ECAU AKL 1 dosen Taufik/Mahdan Kuliah Pengganti akan diberikan hari Jumat 30/11 jam 16.30 Ruang A.104,twitter.com/i/web/status/1068340453420879872,ECAU,AKL 1,Taufik/Mahdan,Jumat 30/11,16.30,A.104
1884,2018-11-30 02:01:51,ECIE Sejarah amp Sistem Ekonomi Indonesia dosen Dorodjatun K- Jakti Kuliah Hari Rabu12/12  DITIADAKAN amp Dimajukan Ke Hari Rabu7/12 Jam 08.00 Ruang A.112,twitter.com/i/web/status/1068324197670080512,ECIE,Sejarah  Sistem Ekonomi Indonesia,Dorodjatun K- Jakti,Rabu12/12  DITIADAKAN amp Dimajukan Ke,,
1887,2018-11-29 07:16:13,ECEU Statekbis dosen Uka Wikarya Kuliah Pengganti akan diberikan hari Sabtu 1/12 jam 08.00 Ruang A.109,twitter.com/i/web/status/1068040920094797825,ECEU,Statekbis,Uka Wikarya,Sabtu 1/12,08.00,A.109
1888,2018-11-29 06:30:44,ECAU Akuntansi Biaya-6 dosen Dwi Hartanti S.E.https://t.co/4JIHlvnBNh. Kuliah Pengganti akan diberikan hari Jum'at 30/11 jam 08.00-10.30 Ruang A.207,twitter.com/i/web/status/1068029476460589056,ECAU,Akuntansi Biaya 6,Dwi Hartanti S.E.https://t.co/4JIHlvnBNh.,Jum'at 30/11,08.00-10.30,A.207
1889,2018-11-29 06:28:16,ECAU AMB-D dosen Rini Yulius Kuliah Pengganti akan diberikan hari Selasa 04/12 jam 11.00-13.30 Ruang A.106,twitter.com/i/web/status/1068028852906078208,ECAU,AMB D,Rini Yulius,Selasa 04/12,11.00-13.30,A.106
1890,2018-11-29 06:26:20,ECMU Manajemen Pemasaran B dosen Rambat L Kuliah Pengganti akan diberikan hari Selasa 04/12 jam 14.00-18.30 Ruang A.207 2 Sesi,twitter.com/i/web/status/1068028365976682496,ECMU,Manajemen Pemasaran B,Rambat L,Selasa 04/12,14.00-18.30,A.207 2 Sesi
1891,2018-11-29 06:22:26,ECAU Peng.Akuntansi dosen Wasilah/ Munir Kuliah Pengganti akan diberikan hari Jum'at 30/11 jam 13.00 Ruang A.110,twitter.com/i/web/status/1068027385767849985,ECAU,Peng.Akuntansi,Wasilah/ Munir,Jum'at 30/11,13.00,A.110
1892,2018-11-29 05:55:17,ECAU Sistem Informasi Akuntansi dosen M. Slamet Wibowo kuliah PENGGANTI akan diberikan hari Selasa 4/12 jam 08.00 R. A.111,twitter.com/i/web/status/1068020552181342211,ECAU,Sistem Informasi Akuntansi,M. Slamet Wibowo,Selasa 4/12,08.00,A.111
1893,2018-11-29 05:53:37,ECIE Ekonomi Zakat amp Wakaf dosen Banu Muhammad kuliah pengganti akan diberikan hari Sabtu 1/12 jam 08.00 R. A.108 2 sesi,twitter.com/i/web/status/1068020133547794432,ECIE,Ekonomi Zakat  Wakaf,Banu Muhammad,Sabtu 1/12,08.00,A.108 2 sesi
1894,2018-11-29 05:52:23,ECMU Pengantar Hukum Bisnis dosen Siti Adiprigandari kuliah pengganti akan diberikan hari Jumat 30/17.00 R. A.110,twitter.com/i/web/status/1068019825123835905,ECMU,Pengantar Hukum Bisnis,Siti Adiprigandari,Jumat 30/17.00,,A.110
1895,2018-11-29 05:51:05,ECMU Pengantar Hukum Bisnis dosen Fahrul Ismaeni kuliah PENGGANTI akan diberikan hari Kamis 29/11 jam 16.30 R. A.110,twitter.com/i/web/status/1068019497590607872,ECMU,Pengantar Hukum Bisnis,Fahrul Ismaeni,Kamis 29/11,16.30,A.110
1896,2018-11-29 05:49:03,ECAU Akuntansi Biaya E dosen Hidayanti kuliah PENGGANTI akan diberikan hari Jumat 30/11 jam 08.00 R. A.109,twitter.com/i/web/status/1068018984551821313,ECAU,Akuntansi Biaya E,Hidayanti,Jumat 30/11,08.00,A.109
1897,2018-11-29 03:22:04,ECIE Seminar Karya Akhir dosen Maylling Oey Kuliah akan diberikan hari Kamis 29/11 jam 11.00 Ruang pindah Ke selasar 301,twitter.com/i/web/status/1067981996557709312,ECIE,Seminar Karya Akhir,Maylling Oey,Kamis 29/11,11.00,pindah Ke selasar 301
1899,2018-11-29 01:51:43,ECEU Matematika Ekonomi dan Bisnis dosen Ainul Huda Hari Kamis 29/11 DITIADAKAN,twitter.com/i/web/status/1067959257218220032,ECEU,Matematika Ekonomi dan Bisnis,,Kamis 29/11 DITIADAKAN,,
1900,2018-11-28 07:32:18,ECEU Matematika Ekonomi 1 dosen Prof. Nachrowi Kuliah Pengganti akan diberikan hari Senin 3/12 jam 12.30 Ruang B.102,twitter.com/i/web/status/1067682580953128961,ECEU,Matematika Ekonomi 1,Prof. Nachrowi,Senin 3/12,12.30,B.102
1901,2018-11-28 07:20:05,ECAU Akuntansi Biaya D dosen Rafika Kuliah Pengganti akan diberikan hari Sabtu 1/12 jam 08.00 Ruang A.110,twitter.com/i/web/status/1067679508164042752,ECAU,Akuntansi Biaya D,Rafika,Sabtu 1/12,08.00,A.110
1902,2018-11-28 07:10:40,ECMU Manajemen Keuangan dosen Wardhatul Adawiyah Kuliah Pengganti akan diberikan hari Rabu 28/11 jam 16.30 Ruang A.102,twitter.com/i/web/status/1067677138541629440,ECMU,Manajemen Keuangan,Wardhatul Adawiyah,Rabu 28/11,16.30,A.102
1903,2018-11-28 06:37:37,ECEU Analisis Proyek Publik dosen Rima Prama Artha Kuliah Pengganti akan diberikan hari Kamis 29/11 jam sesi 3 amp sesi 4 Ruang A.212,twitter.com/i/web/status/1067668818745380865,ECEU,Analisis Proyek Publik,Rima Prama Artha,Kamis 29/11,sesi 3 amp sesi 4,A.212
1905,2018-11-28 04:05:32,ECEU Ekonomi Pembangunan dosen Padang Wicaksono Kuliah Pengganti akan diberikan hari Senin 3/12 jam 08.00 Ruang A.315,twitter.com/i/web/status/1067630544656072704,ECEU,Ekonomi Pembangunan,Padang Wicaksono,Senin 3/12,08.00,A.315
1906,2018-11-28 04:04:03,ECEU PE 1 M dosen Hera Susanti Kuliah Pengganti akan diberikan hari Kamis 29/11 jam 16.30 Ruang A.101,twitter.com/i/web/status/1067630174168969216,ECEU,PE 1 M,Hera Susanti,Kamis 29/11,16.30,A.101
1908,2018-11-28 03:54:04,ECEU MATEKBIS dosen Wisam R Kuliah Pengganti akan diberikan hari Kamis 6/12 jam 11.00 Ruang A.102,twitter.com/i/web/status/1067627660853956609,ECEU,MATEKBIS,Wisam R,Kamis 6/12,11.00,A.102
1909,2018-11-28 03:53:21,ECMU Manajemen Pemasaran dosen Adi Zakaria Kuliah Pengganti akan diberikan hari Kamis 6/12 Jam 14.00 Ruang A.102,twitter.com/i/web/status/1067627481593655296,ECMU,Manajemen Pemasaran,Adi Zakaria,Kamis 6/12,14.00,A.102
1910,2018-11-28 03:50:28,ECAU CG dosen Sylvia Veronica Kuliah Pengganti akan diberikan hari Rabu 5/12 jam 11.00 Ruang A.209,twitter.com/i/web/status/1067626753781194752,ECAU,CG,Sylvia Veronica,Rabu 5/12,11.00,A.209
1912,2018-11-28 03:44:01,ECEU Mikroekonomi 2 dosen Ari Kuncoro Kuliah Pengganti akan diberikan hari Rabu 5 amp 12 Desember 2018 jam 16.30 Ruang A.111,twitter.com/i/web/status/1067625132057718784,ECEU,Mikroekonomi 2,Ari Kuncoro,Rabu 5 amp 12 Desember 2018,16.30,A.111
1913,2018-11-28 03:40:35,ECAU CG dosen Sylvia Veronica Kuliah Pengganti akan diberikan hari Selasa 4/12 jam 16.30 Ruang A.108,twitter.com/i/web/status/1067624265929773056,ECAU,CG,Sylvia Veronica,Selasa 4/12,16.30,A.108
1914,2018-11-28 03:38:20,ECEU Pengantar Ekonomi 1 dosen Hera Susanti Kuliah Pengganti akan diberikan hari Kamis 29/11 jam 08.00 Ruang A.303,twitter.com/i/web/status/1067623700223033344,ECEU,Pengantar Ekonomi 1,Hera Susanti,Kamis 29/11,08.00,A.303
1915,2018-11-28 03:36:20,ECAU Metodologi Penelitian Akun dosen Eliza / Sylvia Kuliah Pengganti akan diberikan hari Kamis 29/11 jam 08.00 Ruang A.313,twitter.com/i/web/status/1067623199137923072,ECAU,Metodologi Penelitian Akun,Eliza / Sylvia,Kamis 29/11,08.00,A.313
1916,2018-11-28 02:43:50,ECEU Mikroekonomi 2 dosen Ari Kuncoro Kuliah Pengganti akan diberikan hari Selasa 4/12 jam 16.30 Ruang A.102,twitter.com/i/web/status/1067609986790871040,ECEU,Mikroekonomi 2,Ari Kuncoro,Selasa 4/12,16.30,A.102
1917,2018-11-28 02:42:48,ECIE Bisnis Digital dosen Ari Pratiwi Kuliah Pengganti akan diberikan hari Selasa 4/12 jam 08.00 Ruang A.315,twitter.com/i/web/status/1067609726622433280,ECIE,Bisnis Digital,Ari Pratiwi,Selasa 4/12,08.00,A.315
1918,2018-11-28 02:40:59,ECIE Metodologi Ekonomi Islam dosen Mustafa Edwin Nasution Kulliah Pengganti akan diberikan hari Selasa 4/12 Jam 11.00 Ruang A.111,twitter.com/i/web/status/1067609266649874432,ECIE,Metodologi Ekonomi Islam,,Selasa 4/12,11.00,A.111
1919,2018-11-28 02:39:26,ECMU Perencanaan Pemasaran dosen Elvita Kuliah Pengganti akan diberikan hari Selasa 4/12 jam 14.00 Ruang A.203,twitter.com/i/web/status/1067608879171661824,ECMU,Perencanaan Pemasaran,Elvita,Selasa 4/12,14.00,A.203
1920,2018-11-28 02:37:55,ECAU AK-1 dosen Ana Farah Mita Kuliah Pengganti akan diberikan hari Senin 3/12 jam 08.00 Ruang A.314,twitter.com/i/web/status/1067608496173019136,ECAU,AK 1,Ana Farah Mita,Senin 3/12,08.00,A.314
1923,2018-11-28 01:53:37,ECEU MATEKBIS dosen Hilda Fachrizah Kuliah Pengganti akan diberikan hari Kamis 29/11 jam 11.00 Ruang A.102,twitter.com/i/web/status/1067597350233759744,ECEU,MATEKBIS,Hilda Fachrizah,Kamis 29/11,11.00,A.102
1924,2018-11-27 08:46:29,ECAU Seminar Intetrnasional dosen Prof Mari Elka / Yose Rizal Kuliah  Pengganti akan diberikan hari Jumat 30/11 jam 08.00 Ruang 301 Selasar,twitter.com/i/web/status/1067338860193996801,ECAU,Seminar Intetrnasional,Prof Mari Elka / Yose Rizal,Jumat 30/11,08.00,301 Selasar
1925,2018-11-27 07:59:02,ECMU MK-D dosen Adi Vithara / Rahmat Aryo Kuliah Pengganti akan diberikan hari Kamis 29/11 jam 08.00 Ruang A.318,twitter.com/i/web/status/1067326920805629952,ECMU,MK D,Adi Vithara / Rahmat Aryo,Kamis 29/11,08.00,A.318
1926,2018-11-27 07:10:46,ECEU Matekbis dosen Nachrowi Kuliah Pengganti akan diberikan hari Rabu 28/11 jam 08.00 Pindah Ruang A.104,twitter.com/i/web/status/1067314774491328512,ECEU,Matekbis,Nachrowi,Rabu 28/11,08.00 Pindah,A.104
1927,2018-11-27 06:49:20,ECMU MRA dosen Firdaus Kuliah Pengganti akan diberikan hari Jum'at 30/11 jam 08.00 Ruang A.112,twitter.com/i/web/status/1067309378863165440,ECMU,MRA,Firdaus,Jum'at 30/11,08.00,A.112
1928,2018-11-27 06:46:43,EACU APLK dosen Elok Tresnaningsih Kuliah Pengganti akan diberikan hari Jum'at 30/11 jam 08.00 Ruang A.208,twitter.com/i/web/status/1067308719657050112,EACU,APLK,Elok Tresnaningsih,Jum'at 30/11,08.00,A.208
1929,2018-11-27 06:43:42,ECAU AMB-C dosen Dwi Hartanti Kuliah Pengganti akan diberikan hari Rabu 28/11 jam 11.00 Ruang A.318,twitter.com/i/web/status/1067307960978698240,ECAU,AMB C,Dwi Hartanti,Rabu 28/11,11.00,A.318
1930,2018-11-27 06:14:08,ECEU MATEKBIS dosen Mauliadi Widjaja Kuliah Tambahan akan diberikan hari Rabu 28/11 jam 08.00 Ruang A.306,twitter.com/i/web/status/1067300520719601664,ECEU,MATEKBIS,Mauliadi Widjaja,Rabu 28/11,08.00,A.306
1931,2018-11-27 06:12:40,ECAU Audit Internal dosen Aria Farahmita Kuliah Pengganti akan diberikan hari Sabtu 1/12 jam 09.30 Ruang A.105,twitter.com/i/web/status/1067300152686211072,ECAU,Audit Internal,Aria Farahmita,Sabtu 1/12,09.30,A.105
1932,2018-11-27 06:10:48,ECIE Ekonomi Zakat Wakaf dosen Mustafa Nasution Kuliah akan diberikan hari Jum'at 30/11 jam 11.00 Ruang A.103,twitter.com/i/web/status/1067299683192590338,ECIE,Ekonomi Zakat Wakaf,Mustafa Nasution,Jum'at 30/11,11.00,A.103
1933,2018-11-27 03:21:19,ECAU Audit Internal dosen Aria Farah Mita hari Selasa 27/11 DITIADAKAN amp DIGANTI hari Rabu 28/11 jam 16.30 Ruang A.103,twitter.com/i/web/status/1067257029234896897,ECAU,Audit Internal,,Selasa 27/11 DITIADAKAN amp DIGANTI,,
1934,2018-11-27 02:28:56,ECMU Teori Keuangan dosen Cynthia Apriani Kuliah Pengganti akan diberikan hari Kamis 29/11 jam 09.30 Ruang A.313,twitter.com/i/web/status/1067243847158124544,ECMU,Teori Keuangan,Cynthia Apriani,Kamis 29/11,09.30,A.313
1935,2018-11-27 02:06:29,ECAU Seminar Intetrnasional dosen Prof Mari Elka / Yose Rizal Kuliah Pengganti akan diberikan hari Jumat 30/11 jam 11.00 Ruang 301 Selasar,twitter.com/i/web/status/1067238197908762624,ECAU,Seminar Intetrnasional,Prof Mari Elka / Yose Rizal,Jumat 30/11,11.00,301 Selasar
1936,2018-11-27 02:03:27,ECAU Manajemen Perpajakan dosen TB. Chairul A Kuliah akan diberikan hari Rabu 28/11 jam 11.00 Ruang A.103,twitter.com/i/web/status/1067237434180558848,ECAU,Manajemen Perpajakan,TB. Chairul A,Rabu 28/11,11.00,A.103
1937,2018-11-27 02:00:15,ECAU Mikroekonomi 2 dosen Ari Kuncoro Kuliah Pengganti akan dibeikan hari Selasa 27/11 jam 16.30 Ruang A.101,twitter.com/i/web/status/1067236630820401152,ECAU,Mikroekonomi 2,Ari Kuncoro,Selasa 27/11,16.30,A.101
1938,2018-11-26 08:50:09,ECEU Ekonomi Moneter dosen Lana S hari Selasa 27/11 Kuliah DITIADAKAN amp DIGANTI hari Sabtu 1/12 jam 09.00 Ruang A.111,twitter.com/i/web/status/1066977396031660034,ECEU,Ekonomi Moneter,Lana S hari Selasa 27/11,Sabtu 1/12,09.00,A.111
1939,2018-11-26 07:19:34,ECMU MSDM Internasional dosen Elok Savitri Pusparini Kuliah Pengganti akan diberikan hari Jumat 30/11 jam 08.00 Ruang A.107,twitter.com/i/web/status/1066954599683153921,ECMU,MSDM Internasional,Elok Savitri Pusparini,Jumat 30/11,08.00,A.107
1940,2018-11-26 06:43:17,ECAU SIA dosen Annisa Kuliah akan diberikan hari Selasa 27/11 jam 08.00 Ruang A.315,twitter.com/i/web/status/1066945471099228160,ECAU,SIA,Annisa,Selasa 27/11,08.00,A.315
1941,2018-11-26 06:33:36,ECAU Praktik Akuntansi amp Bisnis K dosen Setio Anggoro Kuliah Pengganti akan diberikan hari Sabtu 1/12 jam 08.00 Ruang Istama,twitter.com/i/web/status/1066943034770698240,ECAU,Praktik Akuntansi  Bisnis K,Setio Anggoro,Sabtu 1/12,08.00,Istama
1943,2018-11-26 03:51:39,ECAU Bisnis Global dosen Wasilah / Nanda Ayu Kuliah Pengganti akan diberikan hari Selasa 27/11 jam 08.00 Ruang A.211,twitter.com/i/web/status/1066902277347192832,ECAU,Bisnis Global,Wasilah / Nanda Ayu,Selasa 27/11,08.00,A.211
1944,2018-11-26 03:31:21,ECMU Pengantar Manajemen Sains dosen Ratih Dyah Kusumastuti Kuliah Pengganti akan diberikan hari Jum'at 30/11 jam 16.30-18.30 Ruang A.112,twitter.com/i/web/status/1066897168898768897,ECMU,Pengantar Manajemen Sains,Ratih Dyah Kusumastuti,Jum'at 30/11,16.30-18.30,A.112
1945,2018-11-26 03:29:21,ECAU Perpajakan-2 dosen Indrayagus Slamet Kuliah Pengganti akan diberikan hari Sabtu 1/12 jam 09.00 Ruang A.101 2 Sesi,twitter.com/i/web/status/1066896666152685568,ECAU,Perpajakan 2,Indrayagus Slamet,Sabtu 1/12,09.00,A.101 2 Sesi
1946,2018-11-26 03:27:39,ECMU M.P dosen Ahdia Amini Cholil Kuliah Pengganti akan diberikan hari Sabtu 1/12 jam 08.00 Ruang A.104 2 Sesi,twitter.com/i/web/status/1066896238627381248,ECMU,M.P,Ahdia Amini Cholil,Sabtu 1/12,08.00,A.104 2 Sesi
1948,2018-11-26 03:00:04,ECEU Mikroekonomi 2 dosen Ari Kuncoro Kuliah akan diberikan hari Rabu 28/11 jam 16.00 Ruang A.111,twitter.com/i/web/status/1066889294151802880,ECEU,Mikroekonomi 2,Ari Kuncoro,Rabu 28/11,16.00,A.111
1949,2018-11-26 02:55:45,ECAU AKL-C dosen Viska Anggraita Kuliah Pengganti akan diberikan hari Kamis 29/11 jam 10.30 Ruang A.317,twitter.com/i/web/status/1066888208720420864,ECAU,AKL C,Viska Anggraita,Kamis 29/11,10.30,A.317
1950,2018-11-26 02:54:04,ECIE EKSYAR dosen M. Saleh Nurzaman Kuliah Pengganti akan diberikan hari Kamis 29/11 jam 11.00 Ruang B.103,twitter.com/i/web/status/1066887784776916992,ECIE,EKSYAR,M. Saleh Nurzaman,Kamis 29/11,11.00,B.103
1951,2018-11-26 02:52:35,ECAU ASP-D dosen Ratna Wardhani Kuliah Pengganti akan diberikan hari Selasa 27/11 jam 14.00 Ruang A.102,twitter.com/i/web/status/1066887412612194304,ECAU,ASP D,Ratna Wardhani,Selasa 27/11,14.00,A.102
1952,2018-11-26 02:50:46,ECEU Pengantar Ekonomi dosen Maddaremmeng Kuliah Pengganti akan diberikan hari Senin 26/11 jam 10.30 Ruang B.110,twitter.com/i/web/status/1066886953876910080,ECEU,Pengantar Ekonomi,Maddaremmeng,Senin 26/11,10.30,B.110
